review_id,platform,category,rating,sentiment,date,review_text
REV00537,Swiggy,Indian,1,negative,2022-10-16,The food was burnt on one side and raw on the other. Shocking! Very disappointed with this.
REV00606,Zomato,Pizza,3,neutral,2022-12-04,It's alright. Not as expected but manageable. Not worth the money at all.
REV00063,Swiggy,Pizza,5,positive,2022-08-25,Received the package on time. Very satisfied with the seller.
REV00282,Swiggy,Chinese,5,positive,2022-05-15,"The chicken was perfectly cooked, juicy and full of flavor. Overall a good choice."
REV01056,Amazon,Electronics,4,neutral,2023-07-20,The flavors were okay but nothing to rave about. Highly recommend!
REV00239,Amazon,Sports,2,negative,2025-06-19,Product is a complete scam. Nothing works as advertised. Ordered twice already.
REV00224,Zomato,Desserts,4,positive,2023-07-17,Tastes just like homemade. So glad I found this place! Will update after more use.
REV00146,Amazon,Home Appliances,4,positive,2025-04-17,Received the package on time. Very satisfied with the seller. Will update after more use.
REV01119,Swiggy,Desserts,1,negative,2022-09-02,Worst purchase ever. Do not buy this garbage. Overall a good choice.
REV00374,Zomato,Chinese,3,neutral,2023-10-03,The service was fine. The food was neither special nor bad. Ordered twice already.
REV00119,Amazon,Beauty,5,positive,2022-11-07,Super fast delivery and the item is exactly as described.
REV00803,Swiggy,Continental,1,negative,2024-12-03,Complete waste of money. The quality is very poor. Overall a good choice.
REV00251,Amazon,Clothing,1,negative,2025-05-31,Very disappointed. The product looks nothing like the photos. Could be much better.
REV01157,Zomato,Desserts,5,positive,2022-12-27,Great taste and generous portions. Will order again! Could be much better.
REV00010,Swiggy,Desserts,5,positive,2025-06-01,Best biryani I've ever had. Highly recommend this restaurant. Overall a good choice.
REV00450,Swiggy,Pizza,3,neutral,2022-12-11,Average product. Neither good nor bad. Just decent. Could be much better.
REV00874,Zomato,Biryani,5,positive,2023-09-14,Outstanding product. Works perfectly and looks great. My family loves it.
REV00390,Swiggy,Chinese,2,negative,2024-10-20,Complete waste of money. The quality is very poor. Overall a good choice.
REV00966,Swiggy,Biryani,1,negative,2022-10-18,Extremely salty food. Couldn't eat more than one bite. Overall a good choice.
REV00461,Zomato,Chinese,5,positive,2025-08-24,Absolutely loved this product! Exceeded all my expectations. Highly recommend!
REV01147,Zomato,Desserts,4,neutral,2023-10-04,Order was slightly delayed but food was alright. Could be much better.
REV00145,Amazon,Electronics,3,neutral,2024-04-29,Order was slightly delayed but food was alright. Will update after more use.
REV00502,Swiggy,Biryani,5,positive,2024-07-27,Delivery was super quick and the packaging was excellent. Ordered twice already.
REV01108,Swiggy,Pizza,5,positive,2022-11-25,Love the flavor! This has become my go-to comfort food. Ordered twice already.
REV00540,Amazon,Sports,5,positive,2022-04-09,Super fast delivery and the item is exactly as described.
REV00178,Zomato,Desserts,3,neutral,2024-05-08,It's alright. Not as expected but manageable. Could be much better.
REV01159,Zomato,Continental,3,neutral,2024-04-13,"Delivery was on time. Food was so-so, not great. Overall a good choice."
REV01051,Swiggy,Biryani,3,neutral,2023-04-07,Decent for the price but room for improvement. Not worth the money at all.
REV00584,Swiggy,Burgers,3,neutral,2023-09-04,Mediocre experience. Expected more for this price. Will update after more use.
REV01195,Zomato,Indian,1,negative,2024-10-19,Received a damaged item and customer support was useless. Highly recommend!
REV00008,Amazon,Home Appliances,4,positive,2023-04-22,Super fast delivery and the item is exactly as described. Overall a good choice.
REV00574,Amazon,Home Appliances,2,neutral,2023-07-16,Decent for the price but room for improvement. Not worth the money at all.
REV00843,Amazon,Sports,5,positive,2025-07-22,5 stars! This is the best purchase I've made this year.
REV00358,Swiggy,Desserts,5,positive,2023-05-17,Amazing quality for the price. Will definitely buy again!
REV00330,Zomato,Indian,5,positive,2023-09-04,Love the flavor! This has become my go-to comfort food.
REV00705,Amazon,Sports,5,positive,2024-01-05,"The chicken was perfectly cooked, juicy and full of flavor. Very disappointed with this."
REV00830,Amazon,Clothing,1,negative,2025-01-31,Delivery partner was rude and dropped the bag from far. Highly recommend!
REV00259,Swiggy,Desserts,5,positive,2022-10-01,Very happy with this purchase. The quality is top-notch. Ordered twice already.
REV00891,Swiggy,Continental,5,positive,2022-09-11,Fantastic service! The delivery executive was very polite. Highly recommend!
REV00834,Swiggy,Pizza,2,negative,2024-07-15,The product broke on the very first use. Pathetic quality. Ordered twice already.
REV01188,Amazon,Electronics,5,positive,2022-09-30,Very happy with this purchase. The quality is top-notch. Very disappointed with this.
REV00905,Swiggy,Indian,3,neutral,2024-08-22,Decent product overall. Would maybe try alternatives next time. Will update after more use.
REV00526,Amazon,Clothing,3,neutral,2025-04-28,Food quantity was okay but the quality could be better. Not worth the money at all.
REV00814,Swiggy,Biryani,1,negative,2025-03-06,Never received my order. And no refund either. Scammers! Not worth the money at all.
REV00732,Swiggy,Biryani,5,positive,2024-04-26,"Good product, solid build quality, very happy with this purchase. Not worth the money at all."
REV01032,Zomato,Chinese,1,negative,2025-06-02,"The movie, the app, the everything — all terrible experience. Not worth the money at all."
REV01141,Amazon,Books,5,positive,2025-11-15,Excellent experience overall. The app was smooth and order arrived on time. Overall a good choice.
REV00441,Zomato,Burgers,2,neutral,2025-08-30,The taste was fine but the presentation was disappointing. Could be much better.
REV00532,Zomato,Desserts,4,neutral,2025-04-15,Mediocre experience. Expected more for this price. My family loves it.
REV00960,Amazon,Electronics,4,positive,2022-10-22,Very happy with this purchase. The quality is top-notch.
REV00229,Amazon,Beauty,5,positive,2022-03-22,Fantastic service! The delivery executive was very polite. Highly recommend!
REV01041,Zomato,Biryani,5,positive,2022-06-20,"Crispy, hot and fresh! The fries were amazing. Not worth the money at all."
REV00213,Amazon,Books,5,positive,2025-12-12,Love the flavor! This has become my go-to comfort food. Could be much better.
REV00080,Zomato,Continental,2,negative,2024-07-02,Product is a complete scam. Nothing works as advertised. Could be much better.
REV00149,Amazon,Books,3,neutral,2023-10-14,Decent for the price but room for improvement.
REV00592,Swiggy,Continental,5,positive,2023-01-10,Outstanding product. Works perfectly and looks great. Could be much better.
REV00708,Zomato,Indian,4,neutral,2025-07-21,Average product. Neither good nor bad. Just decent. Could be much better.
REV00590,Swiggy,Continental,2,negative,2025-10-07,Horrible taste. Nothing like what was shown in the pictures. Very disappointed with this.
REV00134,Swiggy,Biryani,4,positive,2022-07-06,Great taste and generous portions. Will order again! Very disappointed with this.
REV00782,Zomato,Pizza,5,positive,2023-05-22,10/10 product. Would strongly recommend to everyone. Not worth the money at all.
REV00409,Zomato,Indian,1,negative,2023-11-12,Disgusting! The food smelled awful and tasted even worse. My family loves it.
REV00970,Swiggy,Desserts,2,negative,2024-05-12,Customer service is non-existent. Absolute zero support. Ordered twice already.
REV00508,Zomato,Pizza,3,neutral,2022-07-05,"Food was average. Some items were tasty, some were not. Overall a good choice."
REV00877,Amazon,Sports,1,negative,2024-01-06,Horrible taste. Nothing like what was shown in the pictures.
REV00505,Swiggy,Pizza,3,neutral,2024-07-16,Food quantity was okay but the quality could be better. Ordered twice already.
REV00719,Zomato,Chinese,5,positive,2024-04-21,No complaints at all. Everything was perfect from order to delivery. Not worth the money at all.
REV00348,Zomato,Pizza,2,negative,2023-03-23,The order was completely wrong. Got totally different food.
REV00387,Amazon,Home Appliances,3,neutral,2024-07-29,Nothing extraordinary. Just a regular experience. My family loves it.
REV00001,Amazon,Clothing,2,negative,2022-07-29,Terrible product. Stopped working after just 2 days of use. Highly recommend!
REV00361,Amazon,Home Appliances,2,negative,2025-09-14,Delivery partner was rude and dropped the bag from far. Highly recommend!
REV01134,Zomato,Burgers,5,positive,2023-08-06,Great taste and generous portions. Will order again! Ordered twice already.
REV00476,Amazon,Home Appliances,2,negative,2022-09-28,Customer service is non-existent. Absolute zero support. Ordered twice already.
REV00778,Amazon,Sports,5,positive,2025-09-17,"The food was absolutely delicious, fresh and hot on arrival! Not worth the money at all."
REV00754,Zomato,Chinese,2,negative,2023-02-20,Horrible taste. Nothing like what was shown in the pictures. Not worth the money at all.
REV00173,Swiggy,Indian,4,positive,2024-01-25,Excellent experience overall. The app was smooth and order arrived on time. Very disappointed with this.
REV00451,Swiggy,Pizza,4,positive,2025-10-23,"Crispy, hot and fresh! The fries were amazing. Could be much better."
REV00126,Amazon,Sports,2,negative,2023-06-26,Extremely salty food. Couldn't eat more than one bite. Not worth the money at all.
REV00931,Zomato,Pizza,3,neutral,2023-10-16,Works as described but the build feel is a bit cheap. Could be much better.
REV00531,Amazon,Beauty,2,neutral,2022-08-16,Works as described but the build feel is a bit cheap. Highly recommend!
REV00091,Zomato,Chinese,1,negative,2023-01-08,Terrible product. Stopped working after just 2 days of use. Very disappointed with this.
REV01162,Amazon,Home Appliances,1,negative,2025-04-11,Very disappointed. The product looks nothing like the photos. Ordered twice already.
REV00182,Amazon,Books,4,positive,2025-09-19,Excellent experience overall. The app was smooth and order arrived on time. Overall a good choice.
REV01027,Zomato,Indian,5,positive,2022-04-18,Great taste and generous portions. Will order again! Overall a good choice.
REV01000,Zomato,Indian,5,positive,2024-01-06,Excellent experience overall. The app was smooth and order arrived on time. Could be much better.
REV00252,Amazon,Home Appliances,2,negative,2022-04-08,Worst purchase ever. Do not buy this garbage. Overall a good choice.
REV00070,Zomato,Desserts,5,positive,2025-06-14,Very impressed with the quality. Packaging was also very good. Highly recommend!
REV00132,Swiggy,Continental,4,positive,2025-10-08,Super fast delivery and the item is exactly as described.
REV00301,Swiggy,Desserts,5,positive,2023-08-09,"Wow, just wow! The product blew my mind completely. Very disappointed with this."
REV01133,Zomato,Burgers,1,negative,2024-11-03,Never received my order. And no refund either. Scammers! Highly recommend!
REV00327,Amazon,Home Appliances,5,positive,2023-08-08,"Wow, just wow! The product blew my mind completely. Ordered twice already."
REV01020,Amazon,Clothing,3,neutral,2025-08-03,Decent product overall. Would maybe try alternatives next time. Highly recommend!
REV00500,Swiggy,Pizza,2,negative,2023-02-25,The product broke on the very first use. Pathetic quality. Overall a good choice.
REV00666,Swiggy,Burgers,5,positive,2024-10-01,Fantastic service! The delivery executive was very polite. Will update after more use.
REV00919,Zomato,Burgers,4,neutral,2025-02-11,Average product. Neither good nor bad. Just decent. Ordered twice already.
REV00496,Zomato,Chinese,5,positive,2025-02-28,Great value for money. Works as advertised. Will update after more use.
REV00339,Zomato,Desserts,1,negative,2025-12-11,Disgusting! The food smelled awful and tasted even worse. Could be much better.
REV00964,Zomato,Continental,4,positive,2025-12-29,No complaints at all. Everything was perfect from order to delivery. Not worth the money at all.
REV00165,Amazon,Beauty,3,neutral,2025-05-26,Middle of the road experience. Nothing special happened.
REV00029,Amazon,Electronics,2,neutral,2022-02-13,Acceptable but I've had better from other sellers. Ordered twice already.
REV00517,Amazon,Books,5,positive,2022-12-20,Love the flavor! This has become my go-to comfort food. My family loves it.
REV00194,Swiggy,Indian,1,negative,2023-03-17,The food was burnt on one side and raw on the other. Shocking! Could be much better.
REV01104,Zomato,Continental,1,negative,2022-03-29,Worst purchase ever. Do not buy this garbage. My family loves it.
REV00170,Zomato,Burgers,5,positive,2023-07-13,Great value for money. Works as advertised. Could be much better.
REV01059,Amazon,Electronics,4,positive,2023-04-21,10/10 product. Would strongly recommend to everyone.
REV00174,Zomato,Continental,1,negative,2022-08-10,Delivery partner was rude and dropped the bag from far. Ordered twice already.
REV00519,Zomato,Biryani,2,negative,2024-09-08,Horrible taste. Nothing like what was shown in the pictures. Could be much better.
REV00969,Amazon,Home Appliances,1,negative,2022-01-23,Way overpriced for the terrible quality they delivered. Could be much better.
REV00702,Swiggy,Desserts,1,negative,2022-10-02,Worst pizza I've ever had. Dough was raw from the inside. Will update after more use.
REV00492,Amazon,Beauty,4,positive,2023-04-05,Outstanding product. Works perfectly and looks great. My family loves it.
REV00074,Amazon,Clothing,2,negative,2023-04-06,Returned the product but didn't get any refund for weeks. Will update after more use.
REV00981,Zomato,Chinese,5,positive,2024-06-09,"Crispy, hot and fresh! The fries were amazing. Could be much better."
REV00588,Zomato,Pizza,5,positive,2024-04-08,Absolutely loved this product! Exceeded all my expectations. My family loves it.
REV00235,Zomato,Desserts,1,negative,2022-09-19,Very disappointed. The product looks nothing like the photos. Ordered twice already.
REV00215,Zomato,Burgers,5,positive,2025-03-20,Tastes just like homemade. So glad I found this place! My family loves it.
REV00947,Swiggy,Biryani,5,positive,2025-03-07,Best biryani I've ever had. Highly recommend this restaurant. My family loves it.
REV00133,Amazon,Books,2,neutral,2025-08-27,Not impressed but not terrible either. Just average. Could be much better.
REV01156,Amazon,Clothing,3,neutral,2023-07-13,Product is functional but not premium by any means. Highly recommend!
REV00733,Zomato,Burgers,1,negative,2024-09-17,Never received my order. And no refund either. Scammers! Could be much better.
REV00941,Swiggy,Pizza,4,positive,2024-03-13,Delivery was super quick and the packaging was excellent. Ordered twice already.
REV00186,Amazon,Electronics,3,neutral,2022-09-27,"Mixed experience. Some things were good, some were not."
REV00042,Zomato,Burgers,1,negative,2022-11-19,Complete waste of money. The quality is very poor. Could be much better.
REV00109,Swiggy,Biryani,1,negative,2022-02-05,Extremely salty food. Couldn't eat more than one bite. Very disappointed with this.
REV00849,Amazon,Books,2,negative,2023-02-10,Arrived 90 minutes late. By then the food was in a terrible state. Could be much better.
REV00569,Amazon,Clothing,2,neutral,2024-06-26,Middle of the road experience. Nothing special happened. Will update after more use.
REV00651,Amazon,Clothing,2,negative,2025-11-07,Never received my order. And no refund either. Scammers! Will update after more use.
REV01001,Swiggy,Desserts,5,positive,2024-01-19,Loved the food quality. Perfect spice level and very fresh. Overall a good choice.
REV01166,Amazon,Home Appliances,2,negative,2024-01-24,Found a hair in my food. Absolutely disgusting! Very disappointed with this.
REV00484,Swiggy,Indian,3,neutral,2025-09-26,Would have been better with slightly better packaging. Will update after more use.
REV00469,Amazon,Books,2,negative,2023-03-13,Terrible product. Stopped working after just 2 days of use. Ordered twice already.
REV00025,Amazon,Sports,5,positive,2022-05-22,"The chicken was perfectly cooked, juicy and full of flavor. Very disappointed with this."
REV00661,Zomato,Continental,4,positive,2025-07-21,Great taste and generous portions. Will order again! Not worth the money at all.
REV00680,Zomato,Burgers,4,positive,2025-03-23,Super fast delivery and the item is exactly as described. Overall a good choice.
REV00753,Zomato,Chinese,5,positive,2024-10-18,Best biryani I've ever had. Highly recommend this restaurant. Not worth the money at all.
REV00994,Amazon,Beauty,5,positive,2023-01-01,Super fast delivery and the item is exactly as described. My family loves it.
REV00367,Zomato,Continental,4,positive,2022-07-09,10/10 product. Would strongly recommend to everyone. Ordered twice already.
REV00840,Swiggy,Indian,2,negative,2024-09-15,Way overpriced for the terrible quality they delivered. Ordered twice already.
REV01053,Swiggy,Continental,5,positive,2024-08-20,Tastes just like homemade. So glad I found this place! Overall a good choice.
REV00384,Amazon,Beauty,5,positive,2025-01-02,Great value for money. Works as advertised. Will update after more use.
REV00455,Amazon,Books,2,negative,2023-07-24,Returned the product but didn't get any refund for weeks. Could be much better.
REV00265,Swiggy,Biryani,2,negative,2023-11-26,Seller is a fraud. Sent a fake product instead of the original. My family loves it.
REV00761,Amazon,Books,4,positive,2023-10-29,Absolutely loved this product! Exceeded all my expectations. Overall a good choice.
REV00980,Zomato,Biryani,5,positive,2023-04-24,Tastes just like homemade. So glad I found this place! Could be much better.
REV00445,Swiggy,Continental,1,negative,2025-01-15,Way overpriced for the terrible quality they delivered. Ordered twice already.
REV00396,Swiggy,Chinese,3,neutral,2024-10-22,Works as described but the build feel is a bit cheap. Overall a good choice.
REV00742,Amazon,Electronics,5,positive,2024-03-29,Delivery was super quick and the packaging was excellent. Will update after more use.
REV00177,Zomato,Indian,5,positive,2023-04-26,Amazing quality for the price. Will definitely buy again! Overall a good choice.
REV00019,Swiggy,Continental,3,neutral,2025-10-25,Order was slightly delayed but food was alright.
REV00949,Swiggy,Biryani,1,negative,2025-02-10,"The movie, the app, the everything — all terrible experience. Ordered twice already."
REV00815,Zomato,Pizza,5,positive,2022-11-25,"Good product, solid build quality, very happy with this purchase. Could be much better."
REV00596,Zomato,Biryani,1,negative,2022-11-05,Delivery partner was rude and dropped the bag from far.
REV00062,Zomato,Pizza,4,positive,2023-07-26,Very happy with this purchase. The quality is top-notch. Overall a good choice.
REV00273,Zomato,Burgers,5,positive,2025-05-24,10/10 product. Would strongly recommend to everyone.
REV01126,Swiggy,Pizza,1,negative,2023-09-13,The food was cold and stale when it arrived. Totally unacceptable. Highly recommend!
REV00279,Swiggy,Indian,3,neutral,2025-01-15,Works as described but the build feel is a bit cheap. Could be much better.
REV00842,Amazon,Home Appliances,1,negative,2024-06-08,Way overpriced for the terrible quality they delivered. Ordered twice already.
REV00369,Swiggy,Burgers,5,positive,2024-09-08,Item was well packed and exactly as shown in the listing. Not worth the money at all.
REV00887,Zomato,Biryani,5,positive,2024-05-15,Excellent experience overall. The app was smooth and order arrived on time. Highly recommend!
REV01015,Swiggy,Chinese,3,neutral,2022-05-10,"Food was average. Some items were tasty, some were not. Ordered twice already."
REV00860,Amazon,Books,5,positive,2022-05-17,"Crispy, hot and fresh! The fries were amazing."
REV00721,Zomato,Burgers,5,positive,2023-04-16,Very happy with this purchase. The quality is top-notch. Overall a good choice.
REV00826,Zomato,Burgers,2,negative,2022-05-25,Complete waste of money. The quality is very poor.
REV00548,Zomato,Burgers,4,positive,2024-10-02,Delivery was super quick and the packaging was excellent. Could be much better.
REV00880,Amazon,Home Appliances,5,positive,2023-04-01,Amazing quality for the price. Will definitely buy again! My family loves it.
REV00900,Amazon,Electronics,2,negative,2022-10-31,Never received my order. And no refund either. Scammers! Highly recommend!
REV00457,Swiggy,Pizza,2,negative,2024-12-30,Disgusting! The food smelled awful and tasted even worse. Overall a good choice.
REV00394,Amazon,Beauty,2,neutral,2025-12-30,Works as described but the build feel is a bit cheap. Highly recommend!
REV00676,Amazon,Sports,3,neutral,2023-03-08,Decent product overall. Would maybe try alternatives next time. Overall a good choice.
REV00912,Amazon,Beauty,2,negative,2024-04-27,Worst purchase ever. Do not buy this garbage. My family loves it.
REV00965,Swiggy,Pizza,2,negative,2022-03-19,Seller is a fraud. Sent a fake product instead of the original.
REV00376,Zomato,Pizza,1,negative,2023-02-06,Way overpriced for the terrible quality they delivered. Highly recommend!
REV00413,Swiggy,Continental,1,negative,2023-10-30,Returned the product but didn't get any refund for weeks. Not worth the money at all.
REV00075,Amazon,Books,2,neutral,2024-07-21,It's alright. Not as expected but manageable. Overall a good choice.
REV01122,Zomato,Continental,5,positive,2025-08-11,Very impressed with the quality. Packaging was also very good. Will update after more use.
REV00863,Amazon,Clothing,1,negative,2024-07-26,The food was burnt on one side and raw on the other. Shocking! Could be much better.
REV00501,Amazon,Clothing,1,negative,2022-07-10,Horrible taste. Nothing like what was shown in the pictures. Will update after more use.
REV00942,Zomato,Biryani,5,positive,2022-03-03,Very happy with this purchase. The quality is top-notch. Very disappointed with this.
REV00617,Amazon,Beauty,3,neutral,2022-07-27,Middle of the road experience. Nothing special happened. Overall a good choice.
REV00115,Amazon,Home Appliances,3,neutral,2025-12-21,The flavors were okay but nothing to rave about.
REV00418,Zomato,Burgers,5,positive,2025-11-17,No complaints at all. Everything was perfect from order to delivery. Could be much better.
REV00602,Swiggy,Chinese,3,neutral,2025-10-17,Works as described but the build feel is a bit cheap.
REV00605,Swiggy,Burgers,3,neutral,2024-06-07,Acceptable but I've had better from other sellers. Ordered twice already.
REV00090,Swiggy,Indian,4,neutral,2025-04-27,It's alright. Not as expected but manageable. My family loves it.
REV01149,Amazon,Beauty,3,neutral,2023-03-13,Product arrived in decent shape. Does what it says. Very disappointed with this.
REV00499,Swiggy,Indian,5,positive,2022-01-03,Great value for money. Works as advertised. Ordered twice already.
REV00876,Swiggy,Burgers,5,positive,2025-05-25,Absolutely loved this product! Exceeded all my expectations. Will update after more use.
REV00927,Swiggy,Desserts,2,negative,2023-02-25,Worst purchase ever. Do not buy this garbage. Highly recommend!
REV00999,Zomato,Biryani,1,negative,2025-01-11,Arrived 90 minutes late. By then the food was in a terrible state. Overall a good choice.
REV00012,Amazon,Sports,3,neutral,2022-04-25,Product arrived in decent shape. Does what it says. Ordered twice already.
REV00397,Zomato,Chinese,1,negative,2023-11-29,Worst pizza I've ever had. Dough was raw from the inside. Overall a good choice.
REV00755,Amazon,Electronics,3,neutral,2025-10-16,Got what I paid for. Quality matches the price I guess. Overall a good choice.
REV00556,Zomato,Burgers,4,neutral,2024-09-02,Middle of the road experience. Nothing special happened. Not worth the money at all.
REV00043,Amazon,Electronics,4,positive,2025-10-14,Received the package on time. Very satisfied with the seller. Overall a good choice.
REV00168,Zomato,Continental,5,positive,2022-03-10,10/10 product. Would strongly recommend to everyone. Very disappointed with this.
REV00417,Amazon,Sports,1,negative,2024-02-12,Horrible taste. Nothing like what was shown in the pictures. My family loves it.
REV00577,Swiggy,Indian,5,positive,2022-02-26,Great taste and generous portions. Will order again! Will update after more use.
REV00268,Swiggy,Pizza,4,positive,2024-07-02,5 stars! This is the best purchase I've made this year. Will update after more use.
REV00808,Swiggy,Continental,2,negative,2025-11-10,Terrible product. Stopped working after just 2 days of use. Very disappointed with this.
REV00427,Zomato,Pizza,2,negative,2023-09-07,Disgusting! The food smelled awful and tasted even worse. Overall a good choice.
REV00691,Swiggy,Indian,1,negative,2022-07-21,Never received my order. And no refund either. Scammers! Will update after more use.
REV00545,Swiggy,Indian,2,negative,2025-08-31,The food was burnt on one side and raw on the other. Shocking! My family loves it.
REV01123,Swiggy,Biryani,3,neutral,2024-11-13,Mediocre experience. Expected more for this price. Very disappointed with this.
REV00675,Swiggy,Indian,4,positive,2022-12-09,10/10 product. Would strongly recommend to everyone. Overall a good choice.
REV00690,Amazon,Sports,1,negative,2025-01-29,Found a hair in my food. Absolutely disgusting!
REV01055,Zomato,Indian,2,neutral,2024-03-11,"Delivery was on time. Food was so-so, not great. Overall a good choice."
REV01177,Amazon,Electronics,5,positive,2023-05-27,Loved the food quality. Perfect spice level and very fresh. Highly recommend!
REV01033,Zomato,Desserts,1,negative,2025-07-18,The product broke on the very first use. Pathetic quality. Not worth the money at all.
REV01035,Amazon,Home Appliances,5,positive,2023-08-28,Tastes just like homemade. So glad I found this place! Not worth the money at all.
REV00258,Amazon,Home Appliances,1,negative,2023-12-08,Worst pizza I've ever had. Dough was raw from the inside. Overall a good choice.
REV00336,Amazon,Books,4,positive,2023-05-24,5 stars! This is the best purchase I've made this year. Ordered twice already.
REV00016,Swiggy,Biryani,1,negative,2023-03-26,Product is a complete scam. Nothing works as advertised. Ordered twice already.
REV00902,Amazon,Clothing,2,neutral,2025-06-05,Average product. Neither good nor bad. Just decent. Will update after more use.
REV00325,Amazon,Electronics,1,negative,2024-04-26,Customer service is non-existent. Absolute zero support. Overall a good choice.
REV00608,Amazon,Home Appliances,1,negative,2024-02-08,Way overpriced for the terrible quality they delivered.
REV01054,Zomato,Biryani,2,negative,2025-10-10,Delivery partner was rude and dropped the bag from far. Ordered twice already.
REV00791,Amazon,Beauty,1,negative,2023-01-22,The food was burnt on one side and raw on the other. Shocking! Ordered twice already.
REV00223,Swiggy,Burgers,1,negative,2025-07-08,Arrived 90 minutes late. By then the food was in a terrible state. Ordered twice already.
REV00180,Zomato,Chinese,1,negative,2024-06-29,Found a hair in my food. Absolutely disgusting! Very disappointed with this.
REV00100,Swiggy,Continental,2,negative,2025-03-05,The order was completely wrong. Got totally different food. Overall a good choice.
REV00522,Swiggy,Burgers,1,negative,2024-03-06,"The movie, the app, the everything — all terrible experience. Ordered twice already."
REV00023,Swiggy,Continental,5,positive,2022-01-02,"Good product, solid build quality, very happy with this purchase. Could be much better."
REV00357,Amazon,Clothing,3,neutral,2022-05-18,Product is functional but not premium by any means. Not worth the money at all.
REV00734,Swiggy,Biryani,5,positive,2025-09-12,Loved the food quality. Perfect spice level and very fresh. Highly recommend!
REV01094,Amazon,Beauty,4,positive,2025-01-18,10/10 product. Would strongly recommend to everyone. Highly recommend!
REV01112,Swiggy,Chinese,3,neutral,2025-10-11,The taste was fine but the presentation was disappointing. Very disappointed with this.
REV00612,Zomato,Burgers,5,positive,2024-05-07,5 stars! This is the best purchase I've made this year. Highly recommend!
REV01010,Swiggy,Indian,2,negative,2025-12-07,"The movie, the app, the everything — all terrible experience. Not worth the money at all."
REV00341,Swiggy,Burgers,2,neutral,2024-05-01,The taste was fine but the presentation was disappointing. Ordered twice already.
REV00432,Amazon,Clothing,1,negative,2025-12-12,The product broke on the very first use. Pathetic quality. Will update after more use.
REV00962,Swiggy,Burgers,4,neutral,2025-06-30,Acceptable but I've had better from other sellers. My family loves it.
REV00218,Zomato,Burgers,3,neutral,2024-03-21,Decent for the price but room for improvement. Overall a good choice.
REV00204,Zomato,Indian,2,negative,2022-10-21,The order was completely wrong. Got totally different food. Highly recommend!
REV00906,Zomato,Burgers,5,positive,2024-12-10,"Crispy, hot and fresh! The fries were amazing. My family loves it."
REV00923,Amazon,Home Appliances,4,positive,2023-09-12,Very impressed with the quality. Packaging was also very good. Very disappointed with this.
REV00094,Amazon,Sports,4,positive,2022-03-05,"Good product, solid build quality, very happy with this purchase."
REV00911,Amazon,Electronics,5,positive,2024-08-10,Loved the food quality. Perfect spice level and very fresh.
REV00069,Zomato,Desserts,1,negative,2025-02-09,Delivery partner was rude and dropped the bag from far. Will update after more use.
REV00895,Amazon,Books,3,neutral,2023-09-26,The product works fine but could be improved in some areas. Will update after more use.
REV00285,Swiggy,Chinese,5,positive,2024-06-05,Item was well packed and exactly as shown in the listing. Highly recommend!
REV00697,Zomato,Biryani,2,negative,2023-09-18,Packaging was broken and everything was spilled. Very bad! Ordered twice already.
REV00086,Swiggy,Indian,5,positive,2024-09-03,Item was well packed and exactly as shown in the listing. My family loves it.
REV00435,Zomato,Pizza,5,positive,2025-06-18,Excellent experience overall. The app was smooth and order arrived on time. Very disappointed with this.
REV00797,Amazon,Sports,4,positive,2022-01-17,5 stars! This is the best purchase I've made this year. Very disappointed with this.
REV00154,Zomato,Desserts,3,neutral,2025-01-13,"Mixed experience. Some things were good, some were not. Very disappointed with this."
REV00076,Swiggy,Desserts,5,positive,2024-10-09,10/10 product. Would strongly recommend to everyone. My family loves it.
REV01043,Amazon,Books,5,positive,2022-11-28,10/10 product. Would strongly recommend to everyone. Will update after more use.
REV00581,Swiggy,Desserts,3,neutral,2024-05-17,The flavors were okay but nothing to rave about. Will update after more use.
REV00447,Zomato,Continental,5,positive,2024-07-10,10/10 product. Would strongly recommend to everyone.
REV00704,Swiggy,Chinese,5,positive,2022-11-23,No complaints at all. Everything was perfect from order to delivery. Very disappointed with this.
REV00189,Zomato,Burgers,1,negative,2025-06-13,Customer service is non-existent. Absolute zero support. Not worth the money at all.
REV00272,Zomato,Indian,5,positive,2022-05-18,No complaints at all. Everything was perfect from order to delivery. Highly recommend!
REV00237,Amazon,Home Appliances,5,positive,2023-01-29,"Good product, solid build quality, very happy with this purchase. Very disappointed with this."
REV00488,Amazon,Home Appliances,4,positive,2024-10-13,Very impressed with the quality. Packaging was also very good. Overall a good choice.
REV01160,Amazon,Books,3,neutral,2023-04-29,Middle of the road experience. Nothing special happened. Highly recommend!
REV00560,Swiggy,Chinese,5,positive,2023-10-17,Very happy with this purchase. The quality is top-notch. Will update after more use.
REV00118,Amazon,Electronics,5,positive,2024-09-05,"Wow, just wow! The product blew my mind completely. Will update after more use."
REV00638,Zomato,Pizza,2,negative,2023-04-02,Returned the product but didn't get any refund for weeks.
REV01128,Zomato,Biryani,1,negative,2023-06-20,The delivery took over 2 hours and the food was ice cold. Could be much better.
REV00751,Zomato,Chinese,2,negative,2022-07-10,Terrible product. Stopped working after just 2 days of use. Will update after more use.
REV00513,Amazon,Clothing,5,positive,2024-02-02,Item was well packed and exactly as shown in the listing. My family loves it.
REV00634,Amazon,Electronics,1,negative,2024-06-28,The product broke on the very first use. Pathetic quality. Very disappointed with this.
